Location;Date;Microestacion;Time;Estacion;Number_Collar;Obs;tipo_gas;Exp_Flux;Exp_R2;Latitude;Longitude;Treatment;soilp_t_IV;T_med_ifapa;Rad_ifapa;Pp_ifapa;Dias_ultima_pp;Pp_acumulada_7;EVI;LSWI;NDVI;NDWI;Thermal;albedo;dif
portugos;01/06/2023;Micro_collar_1-4;10:32:00;Primavera;1;1;CO2;3.82989;0.998418;36.95465;-3.301058;VP;20.1;16.8;26.7;0;1;19.6;0.320884852;0.308767471;0.588280648;-0.537313433;;0.10782558;4
portugos;01/06/2023;Micro_collar_1-4;10:35:00;Primavera;2;1;CO2;6.00142;0.998508;36.95467;-3.301098;VP;19.3;16.8;26.7;0;1;19.6;0.320884852;0.308767471;0.588280648;-0.537313433;;0.10782558;4
portugos;01/06/2023;Micro_collar_1-4;10:38:00;Primavera;3;1;CO2;3.89343;0.995092;36.95479;-3.30118;VP;18;16.8;26.7;0;1;19.6;0.341906073;0.279850746;0.629453682;-0.562642369;;0.10824099;4
portugos;01/06/2023;Micro_collar_5-8;10:45:00;Primavera;5;1;CO2;3.7679;0.99517;36.95475;-3.301188;BS;16.7;16.8;26.7;0;1;19.6;0.353160648;0.321272614;0.636152955;-0.566568047;;0.1066705;4
portugos;01/06/2023;Micro_collar_5-8;10:48:00;Primavera;6;1;CO2;4.32481;0.996335;36.95476;-3.301195;BS;16.2;16.8;26.7;0;1;19.6;0.353160648;0.321272614;0.636152955;-0.566568047;;0.1066705;4
portugos;01/06/2023;Micro_collar_5-8;10:55:00;Primavera;8;1;CO2;4.90181;0.998129;36.95478;-3.301272;BS;15;16.8;26.7;0;1;19.6;0.349725623;0.339604892;0.633652008;-0.556851312;;0.10889995;4
portugos;01/06/2023;Micro_collar_9-12;10:58:00;Primavera;9;1;CO2;3.89035;0.9977;36.95463;-3.301363;VP;14.7;16.8;26.7;0;1;19.6;0.343091034;0.322611772;0.637594584;-0.558165972;;0.1071998;4
portugos;01/06/2023;Micro_collar_9-12;11:05:00;Primavera;11;1;CO2;4.24473;0.996601;36.95463;-3.301373;VP;14.4;16.8;26.7;0;1;19.6;0.343091034;0.322611772;0.637594584;-0.558165972;;0.1071998;4
portugos;01/06/2023;Micro_collar_9-12;11:08:00;Primavera;12;1;CO2;5.0363;0.996162;36.9546;-3.301362;VP;14.3;16.8;26.7;0;1;19.6;0.343091034;0.322611772;0.637594584;-0.558165972;;0.1071998;4
portugos;01/06/2023;Micro_collar_13-16;11:11:00;Primavera;13;1;CO2;3.70752;0.998024;36.95458;-3.301352;BS;14;16.8;26.7;0;1;19.6;0.373229824;0.33733854;0.647668394;-0.556643357;;0.10955301;4
portugos;01/06/2023;Micro_collar_13-16;11:18:00;Primavera;15;1;CO2;4.68251;0.998125;36.95459;-3.301315;BS;14;16.8;26.7;0;1;19.6;0.373229824;0.33733854;0.647668394;-0.556643357;;0.10955301;4
portugos;01/06/2023;Micro_collar_13-16;11:21:00;Primavera;16;1;CO2;1.78402;0.981684;36.95459;-3.30128;BS;14.1;16.8;26.7;0;1;19.6;0.373229824;0.33733854;0.647668394;-0.556643357;;0.10955301;4
portugos;01/06/2023;Micro_collar_17-20;11:24:00;Primavera;17;1;CO2;5.32712;0.996009;36.95455;-3.30136;VP;14;16.8;26.7;0;1;19.6;0.352192733;0.285978999;0.631022327;-0.559550562;;0.10750428;4
portugos;01/06/2023;Micro_collar_17-20;11:31:00;Primavera;19;1;CO2;5.86611;0.999177;36.95453;-3.301362;VP;14.3;16.8;26.7;0;1;19.6;0.346496977;0.297691373;0.622483859;-0.554019644;;0.10842249;4
portugos;01/06/2023;Micro_collar_17-20;11:36:00;Primavera;20;1;CO2;3.24508;0.99455;36.95452;-3.301408;VP;14.3;16.8;26.7;0;1;19.6;0.346496977;0.297691373;0.622483859;-0.554019644;;0.10842249;4
portugos;01/06/2023;Micro_collar_21-24;11:42:00;Primavera;22;1;CO2;4.00472;0.997856;36.95449;-3.301315;BS;14.6;16.8;26.7;0;1;19.6;0.312992042;0.272955975;0.570818782;-0.528700906;;0.10904462;4
portugos;01/06/2023;Micro_collar_21-24;11:46:00;Primavera;23;1;CO2;4.24384;0.996379;36.9545;-3.301253;BS;14.7;16.8;26.7;0;1;19.6;0.312992042;0.272955975;0.570818782;-0.528700906;;0.10904462;4
portugos;01/06/2023;Micro_collar_21-24;11:49:00;Primavera;24;1;CO2;5.667;0.998484;36.95455;-3.301247;BS;14.7;16.8;26.7;0;1;19.6;0.352192733;0.285978999;0.631022327;-0.559550562;;0.10750428;4
portugos;01/06/2023;Micro_collar_13-16;11:18:00;Primavera;15;1;CH4;-0.304115;0.976866;36.95459;-3.301315;BS;14;16.8;26.7;0;1;19.6;0.373229824;0.33733854;0.647668394;-0.556643357;;0.10955301;4
portugos;01/06/2023;Micro_collar_9-12;11:08:00;Primavera;12;1;CH4;-0.290186;0.972406;36.9546;-3.301362;VP;14.3;16.8;26.7;0;1;19.6;0.343091034;0.322611772;0.637594584;-0.558165972;;0.1071998;4
portugos;01/06/2023;Micro_collar_21-24;11:46:00;Primavera;23;1;CH4;-0.142065;0.886755;36.9545;-3.301253;BS;14.7;16.8;26.7;0;1;19.6;0.312992042;0.272955975;0.570818782;-0.528700906;;0.10904462;4
portugos;01/06/2023;Micro_collar_5-8;10:48:00;Primavera;6;1;CH4;-0.113382;0.848573;36.95476;-3.301195;BS;16.2;16.8;26.7;0;1;19.6;0.353160648;0.321272614;0.636152955;-0.566568047;;0.1066705;4
portugos;01/06/2023;Micro_collar_9-12;11:05:00;Primavera;11;1;CH4;-0.106293;0.856972;36.95463;-3.301373;VP;14.4;16.8;26.7;0;1;19.6;0.343091034;0.322611772;0.637594584;-0.558165972;;0.1071998;4
portugos;01/06/2023;Micro_collar_13-16;11:11:00;Primavera;13;1;CH4;-0.105961;0.874706;36.95458;-3.301352;BS;14;16.8;26.7;0;1;19.6;0.373229824;0.33733854;0.647668394;-0.556643357;;0.10955301;4
portugos;01/06/2023;Micro_collar_21-24;11:42:00;Primavera;22;1;CH4;-0.0975426;0.821685;36.95449;-3.301315;BS;14.6;16.8;26.7;0;1;19.6;0.312992042;0.272955975;0.570818782;-0.528700906;;0.10904462;4
portugos;01/06/2023;Micro_collar_1-4;10:38:00;Primavera;3;1;CH4;-0.0828542;0.815382;36.95479;-3.30118;VP;18;16.8;26.7;0;1;19.6;0.341906073;0.279850746;0.629453682;-0.562642369;;0.10824099;4
portugos;01/06/2023;Micro_collar_9-12;10:58:00;Primavera;9;1;CH4;-0.0787407;0.861913;36.95463;-3.301363;VP;14.7;16.8;26.7;0;1;19.6;0.343091034;0.322611772;0.637594584;-0.558165972;;0.1071998;4
portugos;02/03/2023;Micro_collar_9-12;11:39:00;Invierno;12;1;CH4;-0.49696;0.990952;36.95466;-3.301268;VP;5.1;4.7;16.1;0;13;0;0.316148274;0.379537954;0.797849462;-0.717514124;281.5918318;0.07341744;2
portugos;02/03/2023;Micro_collar_13-16;11:52:00;Invierno;16;1;CH4;-0.434851;0.988103;36.95462;-3.30119;BS;5.7;4.7;16.1;0;13;0;0.340772639;0.412912913;0.777148253;-0.700858563;281.5918318;0.0784742;2
portugos;02/03/2023;Micro_collar_9-12;11:36:00;Invierno;11;1;CH4;-0.376767;0.987559;36.95469;-3.301252;VP;5.3;4.7;16.1;0;13;0;0.316148274;0.379537954;0.797849462;-0.717514124;281.5918318;0.07341744;2
portugos;02/03/2023;Micro_collar_13-16;11:42:00;Invierno;13;1;CH4;-0.362167;0.985513;36.95461;-3.301262;BS;5.1;4.7;16.1;0;13;0;0.340772639;0.412912913;0.777148253;-0.700858563;281.5918318;0.0784742;2
portugos;02/03/2023;Micro_collar_1-4;11:04:00;Invierno;1;1;CO2;1.05832;0.97324;36.9548;-3.301102;VP;13.1;4.7;16.1;0;13;0;0.296517166;0.369442199;0.732106339;-0.690618762;281.4790372;0.07533849;2
portugos;02/03/2023;Micro_collar_1-4;11:07:00;Invierno;2;1;CO2;0.997004;0.972699;36.95477;-3.301082;VP;11.7;4.7;16.1;0;13;0;0.296517166;0.369442199;0.732106339;-0.690618762;281.4790372;0.07533849;2
portugos;02/03/2023;Micro_collar_1-4;11:10:00;Invierno;3;1;CO2;1.7258;0.989654;36.9548;-3.301113;VP;10.8;4.7;16.1;0;13;0;0.314987956;0.370049038;0.738630924;-0.724596391;281.4790372;0.0764806;2
portugos;02/03/2023;Micro_collar_5-8;11:16:00;Invierno;5;1;CO2;2.90104;0.99608;36.95481;-3.301173;BS;9.82;4.7;16.1;0;13;0;0.329106157;0.407294833;0.768019093;-0.721989772;281.4790372;0.0761929;2
portugos;02/03/2023;Micro_collar_5-8;11:19:00;Invierno;6;1;CO2;1.07005;0.974486;36.95484;-3.301203;BS;8.8;4.7;16.1;0;13;0;0.329106157;0.407294833;0.768019093;-0.721989772;281.4790372;0.0761929;2
portugos;02/03/2023;Micro_collar_5-8;11:25:00;Invierno;8;1;CO2;0.743508;0.950702;36.9548;-3.301242;BS;7.3;4.7;16.1;0;13;0;0.319144527;0.403174603;0.771543086;-0.698366955;281.4790372;0.07566517;2
portugos;02/03/2023;Micro_collar_9-12;11:28:00;Invierno;9;1;CO2;1.30937;0.969229;36.95465;-3.301262;VP;6.3;4.7;16.1;0;13;0;0.316148274;0.379537954;0.797849462;-0.717514124;281.5918318;0.07341744;2
portugos;02/03/2023;Micro_collar_9-12;11:36:00;Invierno;11;1;CO2;1.64611;0.98375;36.95469;-3.301252;VP;5.3;4.7;16.1;0;13;0;0.316148274;0.379537954;0.797849462;-0.717514124;281.5918318;0.07341744;2
portugos;02/03/2023;Micro_collar_9-12;11:39:00;Invierno;12;1;CO2;2.06539;0.99055;36.95466;-3.301268;VP;5.1;4.7;16.1;0;13;0;0.316148274;0.379537954;0.797849462;-0.717514124;281.5918318;0.07341744;2
portugos;02/03/2023;Micro_collar_13-16;11:42:00;Invierno;13;1;CO2;1.30448;0.971627;36.95461;-3.301262;BS;5.1;4.7;16.1;0;13;0;0.340772639;0.412912913;0.777148253;-0.700858563;281.5918318;0.0784742;2
portugos;02/03/2023;Micro_collar_13-16;11:49:00;Invierno;15;1;CO2;1.47451;0.980433;36.95462;-3.301212;BS;5.1;4.7;16.1;0;13;0;0.340772639;0.412912913;0.777148253;-0.700858563;281.5918318;0.0784742;2
portugos;02/03/2023;Micro_collar_13-16;11:52:00;Invierno;16;1;CO2;2.44178;0.991712;36.95462;-3.30119;BS;5.7;4.7;16.1;0;13;0;0.340772639;0.412912913;0.777148253;-0.700858563;281.5918318;0.0784742;2
portugos;02/03/2023;Micro_collar_17-20;11:55:00;Invierno;17;1;CO2;1.66849;0.989572;36.95458;-3.301292;VP;5.5;4.7;16.1;0;13;0;0.326351785;0.374203822;0.793246753;-0.717412935;281.8140031;0.07284683;2
portugos;02/03/2023;Micro_collar_17-20;12:01:00;Invierno;19;1;CO2;1.55655;0.988671;36.95455;-3.301303;VP;5.2;4.7;16.1;0;13;0;0.323499832;0.389277389;0.75984252;-0.705293276;281.8140031;0.07480108;2
portugos;02/03/2023;Micro_collar_17-20;12:04:00;Invierno;20;1;CO2;3.42683;0.996902;36.95455;-3.301318;VP;5.3;4.7;16.1;0;13;0;0.323499832;0.389277389;0.75984252;-0.705293276;281.8140031;0.07480108;2
portugos;02/03/2023;Micro_collar_21-24;12:11:00;Invierno;22;1;CO2;1.57728;0.979334;36.95449;-3.301288;BS;5.4;4.7;16.1;0;13;0;0.289232175;0.364591754;0.702471004;-0.666337611;281.5918318;0.07529143;2
portugos;02/03/2023;Micro_collar_21-24;12:14:00;Invierno;23;1;CO2;2.04481;0.988066;36.95455;-3.301283;BS;5.5;4.7;16.1;0;13;0;0.289232175;0.364591754;0.702471004;-0.666337611;281.5918318;0.07529143;2
portugos;02/03/2023;Micro_collar_21-24;12:17:00;Invierno;24;1;CO2;1.368;0.982702;36.95456;-3.30127;BS;18.9;4.7;16.1;0;13;0;0.326351785;0.374203822;0.793246753;-0.717412935;281.5918318;0.07284683;2
portugos;02/03/2023;Micro_collar_5-8;11:16:00;Invierno;5;1;CH4;-0.314342;0.981737;36.95481;-3.301173;BS;9.82;4.7;16.1;0;13;0;0.329106157;0.407294833;0.768019093;-0.721989772;281.4790372;0.0761929;2
portugos;02/03/2023;Micro_collar_1-4;11:10:00;Invierno;3;1;CH4;-0.273012;0.983346;36.9548;-3.301113;VP;10.8;4.7;16.1;0;13;0;0.314987956;0.370049038;0.738630924;-0.724596391;281.4790372;0.0764806;2
portugos;02/03/2023;Micro_collar_21-24;12:14:00;Invierno;23;1;CH4;-0.266343;0.966468;36.95455;-3.301283;BS;5.5;4.7;16.1;0;13;0;0.289232175;0.364591754;0.702471004;-0.666337611;281.5918318;0.07529143;2
portugos;02/03/2023;Micro_collar_13-16;11:49:00;Invierno;15;1;CH4;-0.26093;0.974222;36.95462;-3.301212;BS;5.1;4.7;16.1;0;13;0;0.340772639;0.412912913;0.777148253;-0.700858563;281.5918318;0.0784742;2
portugos;02/03/2023;Micro_collar_21-24;12:11:00;Invierno;22;1;CH4;-0.251625;0.957697;36.95449;-3.301288;BS;5.4;4.7;16.1;0;13;0;0.289232175;0.364591754;0.702471004;-0.666337611;281.5918318;0.07529143;2
portugos;02/03/2023;Micro_collar_5-8;11:19:00;Invierno;6;1;CH4;-0.220047;0.960857;36.95484;-3.301203;BS;8.8;4.7;16.1;0;13;0;0.329106157;0.407294833;0.768019093;-0.721989772;281.4790372;0.0761929;2
portugos;02/03/2023;Micro_collar_17-20;12:04:00;Invierno;20;1;CH4;-0.198016;0.965684;36.95455;-3.301318;VP;5.3;4.7;16.1;0;13;0;0.323499832;0.389277389;0.75984252;-0.705293276;281.8140031;0.07480108;2
portugos;02/03/2023;Micro_collar_21-24;12:17:00;Invierno;24;1;CH4;-0.159657;0.945532;36.95456;-3.30127;BS;18.9;4.7;16.1;0;13;0;0.326351785;0.374203822;0.793246753;-0.717412935;281.5918318;0.07284683;2
portugos;02/03/2023;Micro_collar_1-4;11:04:00;Invierno;1;1;CH4;-0.15786;0.955945;36.9548;-3.301102;VP;13.1;4.7;16.1;0;13;0;0.296517166;0.369442199;0.732106339;-0.690618762;281.4790372;0.07533849;2
portugos;02/03/2023;Micro_collar_5-8;11:25:00;Invierno;8;1;CH4;-0.138614;0.931357;36.9548;-3.301242;BS;7.3;4.7;16.1;0;13;0;0.319144527;0.403174603;0.771543086;-0.698366955;281.4790372;0.07566517;2
portugos;02/03/2023;Micro_collar_17-20;11:55:00;Invierno;17;1;CH4;-0.129558;0.938409;36.95458;-3.301292;VP;5.5;4.7;16.1;0;13;0;0.326351785;0.374203822;0.793246753;-0.717412935;281.8140031;0.07284683;2
portugos;02/03/2023;Micro_collar_9-12;11:28:00;Invierno;9;1;CH4;-0.12418;0.874444;36.95465;-3.301262;VP;6.3;4.7;16.1;0;13;0;0.316148274;0.379537954;0.797849462;-0.717514124;281.5918318;0.07341744;2
portugos;02/03/2023;Micro_collar_17-20;12:01:00;Invierno;19;1;CH4;-0.114189;0.902585;36.95455;-3.301303;VP;5.2;4.7;16.1;0;13;0;0.323499832;0.389277389;0.75984252;-0.705293276;281.8140031;0.07480108;2
portugos;02/06/2022;Micro_collar_9-12;10:26:00;Primavera;12;1;CH4;-0.567158;0.992466;36.95462;-3.301297;VP;18.4;21.3;22.2;0;27;0;0.319923914;0.277149709;0.736376339;-0.701506162;303.7850357;0.08487054;5
portugos;02/06/2022;Micro_collar_13-16;10:40:00;Primavera;16;1;CH4;-0.459639;0.992169;36.95456;-3.301237;BS;19.7;21.3;22.2;0;27;0;0.360056543;0.308104699;0.753911205;-0.684809098;303.7850357;0.0883332;5
portugos;02/06/2022;Micro_collar_1-4;9:58:00;Primavera;3;1;CH4;-0.421661;0.992314;36.95478;-3.301173;VP;20.5;21.3;22.2;0;27;0;0.311128839;0.214099217;0.722222222;-0.690140845;303.5491923;0.08616068;5
portugos;02/06/2022;Micro_collar_13-16;10:30:00;Primavera;13;1;CH4;-0.41286;0.992539;36.95454;-3.301292;BS;18.4;21.3;22.2;0;27;0;0.360056543;0.308104699;0.753911205;-0.684809098;303.7850357;0.0883332;5
portugos;02/06/2022;Micro_collar_9-12;10:23:00;Primavera;11;1;CH4;-0.408198;0.988218;36.95465;-3.301268;VP;18.6;21.3;22.2;0;27;0;0.319923914;0.277149709;0.736376339;-0.701506162;303.7850357;0.08487054;5
portugos;02/06/2022;Micro_collar_5-8;10:04:00;Primavera;5;1;CH4;-0.362218;0.988066;36.95475;-3.30121;BS;19.7;21.3;22.2;0;27;0;0.333870144;0.294003241;0.741710297;-0.680842105;303.5491923;0.08572823;5
portugos;02/06/2022;Micro_collar_21-24;10:59:00;Primavera;22;1;CH4;-0.361555;0.988036;36.95447;-3.301272;BS;19.3;21.3;22.2;0;27;0;0.300697665;0.262678804;0.659120034;-0.661248931;303.7850357;0.08890088;5
portugos;02/06/2022;Micro_collar_1-4;9:52:00;Primavera;1;1;CO2;1.38855;0.957345;36.95474;-3.301182;VP;21.3;21.3;22.2;0;27;0;0.297291835;0.250773994;0.679445727;-0.685674548;303.5491923;0.08517881;5
portugos;02/06/2022;Micro_collar_1-4;9:55:00;Primavera;2;1;CO2;2.52291;0.950833;36.95476;-3.301175;VP;20.9;21.3;22.2;0;27;0;0.297291835;0.250773994;0.679445727;-0.685674548;303.5491923;0.08517881;5
portugos;02/06/2022;Micro_collar_1-4;9:58:00;Primavera;3;1;CO2;4.26934;0.998258;36.95478;-3.301173;VP;20.5;21.3;22.2;0;27;0;0.311128839;0.214099217;0.722222222;-0.690140845;303.5491923;0.08616068;5
portugos;02/06/2022;Micro_collar_5-8;10:04:00;Primavera;5;1;CO2;3.0738;0.996946;36.95475;-3.30121;BS;19.7;21.3;22.2;0;27;0;0.333870144;0.294003241;0.741710297;-0.680842105;303.5491923;0.08572823;5
portugos;02/06/2022;Micro_collar_5-8;10:07:00;Primavera;6;1;CH4;-0.313041;0.984157;36.95477;-3.301227;BS;19.5;21.3;22.2;0;27;0;0.333870144;0.294003241;0.741710297;-0.680842105;303.5491923;0.08572823;5
portugos;02/06/2022;Micro_collar_5-8;10:07:00;Primavera;6;1;CO2;3.25905;0.99645;36.95477;-3.301227;BS;19.5;21.3;22.2;0;27;0;0.333870144;0.294003241;0.741710297;-0.680842105;303.5491923;0.08572823;5
portugos;02/06/2022;Micro_collar_21-24;11:02:00;Primavera;23;1;CH4;-0.312819;0.984406;36.95449;-3.30128;BS;19.5;21.3;22.2;0;27;0;0.300697665;0.262678804;0.659120034;-0.661248931;303.7850357;0.08890088;5
portugos;02/06/2022;Micro_collar_5-8;10:14:00;Primavera;8;1;CO2;2.35944;0.992016;36.95481;-3.301188;BS;19.5;21.3;22.2;0;27;0;0.340505369;0.309780831;0.742384682;-0.676716918;303.5491923;0.08758917;5
portugos;02/06/2022;Micro_collar_9-12;10:17:00;Primavera;9;1;CO2;2.51984;0.994669;36.9547;-3.301273;VP;19.3;21.3;22.2;0;27;0;0.319923914;0.277149709;0.736376339;-0.701506162;303.7850357;0.08487054;5
portugos;02/06/2022;Micro_collar_9-12;10:23:00;Primavera;11;1;CO2;1.99195;0.990563;36.95465;-3.301268;VP;18.6;21.3;22.2;0;27;0;0.319923914;0.277149709;0.736376339;-0.701506162;303.7850357;0.08487054;5
portugos;02/06/2022;Micro_collar_9-12;10:26:00;Primavera;12;1;CO2;3.28846;0.994049;36.95462;-3.301297;VP;18.4;21.3;22.2;0;27;0;0.319923914;0.277149709;0.736376339;-0.701506162;303.7850357;0.08487054;5
portugos;02/06/2022;Micro_collar_13-16;10:30:00;Primavera;13;1;CO2;1.47493;0.985441;36.95454;-3.301292;BS;18.4;21.3;22.2;0;27;0;0.360056543;0.308104699;0.753911205;-0.684809098;303.7850357;0.0883332;5
portugos;02/06/2022;Micro_collar_13-16;10:37:00;Primavera;15;1;CO2;3.34069;0.996749;36.95457;-3.301268;BS;19.1;21.3;22.2;0;27;0;0.360056543;0.308104699;0.753911205;-0.684809098;303.7850357;0.0883332;5
portugos;02/06/2022;Micro_collar_13-16;10:40:00;Primavera;16;1;CO2;1.48024;0.970179;36.95456;-3.301237;BS;19.7;21.3;22.2;0;27;0;0.360056543;0.308104699;0.753911205;-0.684809098;303.7850357;0.0883332;5
portugos;02/06/2022;Micro_collar_17-20;10:43:00;Primavera;17;1;CO2;3.01138;0.996592;36.95451;-3.30135;VP;19.7;21.3;22.2;0;27;0;0.32620855;0.258338784;0.73724605;-0.681083443;304.007207;0.08574001;5
portugos;02/06/2022;Micro_collar_17-20;10:49:00;Primavera;19;1;CO2;5.72586;0.998761;36.95451;-3.301363;VP;19.5;21.3;22.2;0;27;0;0.317224188;0.252964427;0.708894879;-0.676509476;304.007207;0.08665969;5
portugos;02/06/2022;Micro_collar_17-20;10:53:00;Primavera;20;1;CO2;2.87798;0.992728;36.95452;-3.301383;VP;19.3;21.3;22.2;0;27;0;0.317224188;0.252964427;0.708894879;-0.676509476;304.007207;0.08665969;5
portugos;02/06/2022;Micro_collar_21-24;10:59:00;Primavera;22;1;CO2;1.41741;0.985376;36.95447;-3.301272;BS;19.3;21.3;22.2;0;27;0;0.300697665;0.262678804;0.659120034;-0.661248931;303.7850357;0.08890088;5
portugos;02/06/2022;Micro_collar_21-24;11:02:00;Primavera;23;1;CO2;2.52057;0.993541;36.95449;-3.30128;BS;19.5;21.3;22.2;0;27;0;0.300697665;0.262678804;0.659120034;-0.661248931;303.7850357;0.08890088;5
portugos;02/06/2022;Micro_collar_21-24;11:05:00;Primavera;24;1;CO2;3.10624;0.997806;36.95451;-3.301243;BS;23;21.3;22.2;0;27;0;0.32620855;0.258338784;0.73724605;-0.681083443;303.7850357;0.08574001;5
portugos;02/06/2022;Micro_collar_5-8;10:14:00;Primavera;8;1;CH4;-0.247471;0.962681;36.95481;-3.301188;BS;19.5;21.3;22.2;0;27;0;0.340505369;0.309780831;0.742384682;-0.676716918;303.5491923;0.08758917;5
portugos;02/06/2022;Micro_collar_1-4;9:55:00;Primavera;2;1;CH4;-0.193964;0.846239;36.95476;-3.301175;VP;20.9;21.3;22.2;0;27;0;0.297291835;0.250773994;0.679445727;-0.685674548;303.5491923;0.08517881;5
portugos;02/06/2022;Micro_collar_13-16;10:37:00;Primavera;15;1;CH4;-0.192974;0.968432;36.95457;-3.301268;BS;19.1;21.3;22.2;0;27;0;0.360056543;0.308104699;0.753911205;-0.684809098;303.7850357;0.0883332;5
portugos;02/06/2022;Micro_collar_1-4;9:52:00;Primavera;1;1;CH4;-0.191411;0.89698;36.95474;-3.301182;VP;21.3;21.3;22.2;0;27;0;0.297291835;0.250773994;0.679445727;-0.685674548;303.5491923;0.08517881;5
portugos;02/06/2022;Micro_collar_9-12;10:17:00;Primavera;9;1;CH4;-0.184042;0.948457;36.9547;-3.301273;VP;19.3;21.3;22.2;0;27;0;0.319923914;0.277149709;0.736376339;-0.701506162;303.7850357;0.08487054;5
portugos;02/06/2022;Micro_collar_17-20;10:43:00;Primavera;17;1;CH4;-0.183585;0.977745;36.95451;-3.30135;VP;19.7;21.3;22.2;0;27;0;0.32620855;0.258338784;0.73724605;-0.681083443;304.007207;0.08574001;5
portugos;02/06/2022;Micro_collar_21-24;11:05:00;Primavera;24;1;CH4;-0.166909;0.9652;36.95451;-3.301243;BS;23;21.3;22.2;0;27;0;0.32620855;0.258338784;0.73724605;-0.681083443;303.7850357;0.08574001;5
portugos;03/02/2023;Micro_collar_9-12;10:30:00;Invierno;12;1;CH4;-0.385196;0.982178;36.95464;-3.301245;VP;5.7;7.7;14.8;0;5;1.2;0.336473201;0.464256368;0.848547718;-0.77666999;285.8438487;0.07299259;1
portugos;03/02/2023;Micro_collar_9-12;10:27:00;Invierno;11;1;CH4;-0.321747;0.961521;36.95464;-3.30126;VP;5.9;7.7;14.8;0;5;1.2;0.336473201;0.464256368;0.848547718;-0.77666999;285.8438487;0.07299259;1
portugos;03/02/2023;Micro_collar_13-16;10:33:00;Invierno;13;1;CH4;-0.310698;0.983879;36.95458;-3.301233;BS;5.5;7.7;14.8;0;5;1.2;0.355750487;0.466566491;0.814126394;-0.76571687;285.8438487;0.07614031;1
portugos;03/02/2023;Micro_collar_1-4;9:57:00;Invierno;1;1;CO2;1.33771;0.978158;36.9547;-3.301;VP;15.5;7.7;14.8;0;5;1.2;0.311776885;0.44499179;0.774193548;-0.755610973;285.7515622;0.07269761;1
portugos;03/02/2023;Micro_collar_1-4;10:00:00;Invierno;2;1;CO2;1.59137;0.981293;36.95474;-3.301038;VP;14.7;7.7;14.8;0;5;1.2;0.311776885;0.44499179;0.774193548;-0.755610973;285.7515622;0.07269761;1
portugos;03/02/2023;Micro_collar_1-4;10:03:00;Invierno;3;1;CO2;1.59354;0.981543;36.95477;-3.301067;VP;13.1;7.7;14.8;0;5;1.2;0.317557877;0.409127302;0.78680203;-0.761761762;285.7515622;0.07339283;1
portugos;03/02/2023;Micro_collar_5-8;10:09:00;Invierno;5;1;CO2;2.7089;0.992779;36.95477;-3.301175;BS;10.6;7.7;14.8;0;5;1.2;0.337615283;0.454398709;0.83503055;-0.776244455;285.7515622;0.07151313;1
portugos;03/02/2023;Micro_collar_5-8;10:12:00;Invierno;6;1;CO2;1.55017;0.978024;36.95479;-3.301175;BS;9.3;7.7;14.8;0;5;1.2;0.337615283;0.454398709;0.83503055;-0.776244455;285.7515622;0.07151313;1
portugos;03/02/2023;Micro_collar_5-8;10:18:00;Invierno;8;1;CO2;1.5853;0.972433;36.95475;-3.30121;BS;8.1;7.7;14.8;0;5;1.2;0.363317516;0.48962818;0.861124694;-0.756345178;285.7515622;0.07517964;1
portugos;03/02/2023;Micro_collar_9-12;10:21:00;Invierno;9;1;CO2;1.58618;0.981512;36.95466;-3.30127;VP;7.6;7.7;14.8;0;5;1.2;0.336473201;0.464256368;0.848547718;-0.77666999;285.8438487;0.07299259;1
portugos;03/02/2023;Micro_collar_9-12;10:27:00;Invierno;11;1;CO2;2.18902;0.978611;36.95464;-3.30126;VP;5.9;7.7;14.8;0;5;1.2;0.336473201;0.464256368;0.848547718;-0.77666999;285.8438487;0.07299259;1
portugos;03/02/2023;Micro_collar_9-12;10:30:00;Invierno;12;1;CO2;2.20959;0.989124;36.95464;-3.301245;VP;5.7;7.7;14.8;0;5;1.2;0.336473201;0.464256368;0.848547718;-0.77666999;285.8438487;0.07299259;1
portugos;03/02/2023;Micro_collar_13-16;10:33:00;Invierno;13;1;CO2;1.37007;0.977164;36.95458;-3.301233;BS;5.5;7.7;14.8;0;5;1.2;0.355750487;0.466566491;0.814126394;-0.76571687;285.8438487;0.07614031;1
portugos;03/02/2023;Micro_collar_13-16;10:39:00;Invierno;15;1;CO2;2.1455;0.984367;36.95459;-3.301242;BS;5.8;7.7;14.8;0;5;1.2;0.355750487;0.466566491;0.814126394;-0.76571687;285.8438487;0.07614031;1
portugos;03/02/2023;Micro_collar_13-16;10:42:00;Invierno;16;1;CO2;1.52987;0.983039;36.95461;-3.301192;BS;6;7.7;14.8;0;5;1.2;0.355750487;0.466566491;0.814126394;-0.76571687;285.8438487;0.07614031;1
portugos;03/02/2023;Micro_collar_17-20;10:45:00;Invierno;17;1;CO2;1.56088;0.980105;36.95456;-3.301333;VP;5.8;7.7;14.8;0;5;1.2;0.33800564;0.425343019;0.833852544;-0.780241935;286.0284218;0.07081732;1
portugos;03/02/2023;Micro_collar_17-20;10:51:00;Invierno;19;1;CO2;1.49192;0.984092;36.95453;-3.301333;VP;5.3;7.7;14.8;0;5;1.2;0.3569958;0.456073338;0.834456208;-0.747021082;286.0284218;0.07328514;1
