Location;Date;T_med_ifapa;Rad_ifapa;Pp_ifapa;Dias_ultima_pp;Pp_acumulada_7
portugos;21/02/2023;13.2;14.6;0;4;1.2
portugos;22/02/2023;11.8;16.5;0;5;1.2
portugos;23/02/2023;9.6;17.3;0;6;1.2
portugos;24/02/2023;5.6;7.5;0;7;1.2
portugos;25/02/2023;4.5;16.7;0;8;0
portugos;26/02/2023;6.6;18.6;0;9;0
portugos;27/02/2023;4.6;14.6;0;10;0
portugos;28/02/2023;4.2;19.2;0;11;0
portugos;01/03/2023;5;19.4;0;12;0
portugos;02/03/2023;4.7;16.1;0;13;0
portugos;03/03/2023;6.4;19.7;0;14;0
portugos;04/03/2023;6.5;15.5;0;15;0
portugos;05/03/2023;8.9;14.9;0.4;0;0
portugos;06/03/2023;10.3;15.9;3.6;0;0.4
portugos;07/03/2023;11.5;18.6;1.6;0;4
portugos;08/03/2023;13.4;20.2;0;1;5.6
portugos;09/03/2023;13.6;16.3;0;2;5.6
portugos;10/03/2023;14.4;19.2;0;3;5.6
portugos;11/03/2023;15.1;21.1;0;4;5.6
portugos;12/03/2023;16.4;20.2;0;5;5.6
portugos;13/03/2023;17.7;20.4;0;6;5.2
portugos;14/03/2023;13.2;21.5;0;7;1.6
portugos;15/03/2023;14.4;21.7;0;8;0
portugos;16/03/2023;15.5;21.8;0;9;0
portugos;17/03/2023;13.2;21.1;0;10;0
portugos;18/03/2023;11;17;0;11;0
portugos;19/03/2023;10.1;11.2;0;12;0
portugos;20/03/2023;11.2;20.7;0;13;0
portugos;21/03/2023;12.5;22;0;14;0
portugos;22/03/2023;14.8;22.9;0;15;0
portugos;23/03/2023;16.2;23.4;0;16;0
portugos;24/03/2023;16.2;21.2;0;17;0
portugos;25/03/2023;16.5;23.2;0;18;0
portugos;26/03/2023;17.6;20;0;19;0
portugos;27/03/2023;14.9;20.3;0;20;0
portugos;28/03/2023;14.3;23;0;21;0
portugos;29/03/2023;15.8;24.1;0;22;0
portugos;30/03/2023;18.5;23.6;0;23;0
portugos;31/03/2023;18.4;22.2;0;24;0
portugos;01/04/2023;16.7;22.4;0;25;0
portugos;02/04/2023;12.8;18.6;0;26;0
portugos;03/04/2023;12.1;25.1;0;27;0
portugos;04/04/2023;11.3;19.2;0;28;0
portugos;05/04/2023;12.2;25.5;0;29;0
portugos;06/04/2023;13.6;23.7;0;30;0
portugos;07/04/2023;12.5;25.9;0;31;0
portugos;08/04/2023;16.5;25.8;0;32;0
portugos;09/04/2023;17.4;24.8;0;33;0
portugos;10/04/2023;19.8;24;0;34;0
portugos;11/04/2023;19.4;25.4;0;35;0
portugos;12/04/2023;17.6;25.6;0;36;0
portugos;13/04/2023;14.4;25.2;0;37;0
portugos;14/04/2023;15.5;25.2;0;38;0
portugos;15/04/2023;17.5;26.1;0;39;0
portugos;16/04/2023;14.7;24.6;0;40;0
portugos;17/04/2023;13.4;26.3;0;41;0
portugos;18/04/2023;14.5;26.6;0;42;0
portugos;19/04/2023;14.1;20.9;0;43;0
portugos;20/04/2023;15.3;26;0;44;0
portugos;21/04/2023;17.4;25.7;0;45;0
portugos;22/04/2023;16.2;22.6;0;46;0
portugos;23/04/2023;16.9;26.9;0;47;0
portugos;24/04/2023;19.2;27.2;0;48;0
portugos;25/04/2023;21.7;27.5;0;49;0
portugos;26/04/2023;22.6;27.7;0;50;0
portugos;27/04/2023;24.5;24.7;0;51;0
portugos;28/04/2023;25.8;20.8;0;52;0
portugos;29/04/2023;22.9;23.7;0;53;0
portugos;30/04/2023;19.8;20.7;0;54;0
portugos;01/05/2023;19.1;23.5;0;55;0
portugos;02/05/2023;19.8;24;0;56;0
portugos;03/05/2023;19.2;23.4;0;57;0
portugos;04/05/2023;18.3;22.8;0;58;0
portugos;05/05/2023;19.9;26.4;0;59;0
portugos;06/05/2023;18.8;22.1;0;60;0
portugos;07/05/2023;18.9;27.4;0;61;0
portugos;08/05/2023;20;26.1;0;62;0
portugos;09/05/2023;23.8;26.6;0;63;0
portugos;10/05/2023;19.3;23.8;0;64;0
portugos;11/05/2023;16.5;21.6;0;65;0
portugos;12/05/2023;14.9;18;0.8;0;0
portugos;13/05/2023;10.7;13.8;9.8;0;0.8
portugos;14/05/2023;12.8;18.8;2.4;0;10.6
portugos;15/05/2023;16.7;30.3;0;1;13
portugos;16/05/2023;16.9;27.6;0;2;13
portugos;17/05/2023;13.9;15.5;1.8;0;13
portugos;18/05/2023;11.2;11.2;5.2;0;14.8
portugos;19/05/2023;11.1;12.2;1.6;0;20
portugos;20/05/2023;11.6;14.3;10.2;0;20.8
portugos;21/05/2023;10.5;7.7;11.8;0;21.2
portugos;22/05/2023;9.5;3.5;23;0;30.6
portugos;23/05/2023;10.6;8;8.6;0;53.6
portugos;24/05/2023;12.5;15.2;0.4;0;62.2
portugos;25/05/2023;14.5;17.6;1.8;0;60.8
portugos;26/05/2023;15.9;24.7;0.2;0;57.4
portugos;27/05/2023;14;7.7;6.6;0;56
portugos;28/05/2023;14.7;15.6;1.8;0;52.4
portugos;29/05/2023;15.2;22.3;0;1;42.4
portugos;30/05/2023;14.5;17.7;8.6;0;19.4
portugos;31/05/2023;15.6;19.1;0.6;0;19.4
portugos;01/06/2023;16.8;26.7;0;1;19.6
portugos;02/06/2023;14;12.1;6.6;0;17.8
portugos;03/06/2023;14.2;14.5;10;0;24.2
portugos;04/06/2023;15.6;19.7;1.2;0;27.6
portugos;05/06/2023;16.8;18;5;0;27
portugos;06/06/2023;19.4;27.1;0.4;0;32
portugos;07/06/2023;15.7;3.1;13.6;0;23.8
portugos;08/06/2023;16.9;13.7;7.8;0;36.8
portugos;09/06/2023;17.8;29.1;0;1;44.6
portugos;10/06/2023;19.7;29;0;2;38
portugos;11/06/2023;20.7;29;0;3;28
portugos;12/06/2023;20.7;22.4;0;4;26.8
portugos;13/06/2023;19.7;28.8;0;5;21.8
portugos;14/06/2023;20.2;29.5;0;6;21.4
portugos;15/06/2023;22.4;29.2;0;7;7.8
portugos;16/06/2023;23.7;28.8;0;8;0
portugos;17/06/2023;24.4;27.9;0;9;0
portugos;18/06/2023;21.2;16.6;5;0;0
portugos;19/06/2023;21.8;24.9;1.4;0;5
portugos;20/06/2023;22.5;27.3;0.2;0;6.4
portugos;21/06/2023;21.8;23.8;5.2;0;6.6
portugos;22/06/2023;22.3;29.2;0;1;11.8
portugos;23/06/2023;23.8;28.7;0;2;11.8
portugos;24/06/2023;23.8;28.8;0;3;11.8
portugos;25/06/2023;25.6;28.8;0;4;11.8
portugos;26/06/2023;26.6;28.3;0;5;6.8
portugos;27/06/2023;27.2;28.4;0;6;5.4
portugos;28/06/2023;27.4;27.5;0;7;5.2
portugos;29/06/2023;26.4;27;0;8;0
portugos;30/06/2023;24.7;29.3;0;9;0
portugos;01/07/2023;22;25.2;0;10;0
portugos;02/07/2023;24.4;28.2;0;11;0
portugos;03/07/2023;25.6;28.8;0;12;0
portugos;04/07/2023;26.3;29.1;0;13;0
portugos;05/07/2023;25.8;25.6;0;14;0
portugos;06/07/2023;23.8;26.7;0;15;0
portugos;07/07/2023;24.2;28.5;0;16;0
portugos;08/07/2023;25.4;27.9;0;17;0
portugos;09/07/2023;27.9;26.8;0;18;0
portugos;10/07/2023;32.1;27.1;0;19;0
portugos;11/07/2023;32.8;26.7;0;20;0
portugos;12/07/2023;32.5;27.6;0;21;0
portugos;13/07/2023;27.6;28.4;0;22;0
portugos;14/07/2023;25.6;28.2;0;23;0
portugos;15/07/2023;26.9;28.5;0;24;0
portugos;16/07/2023;28;23.6;0;25;0
portugos;17/07/2023;32.2;28.7;0;26;0
portugos;18/07/2023;31.1;27.9;0;27;0
portugos;19/07/2023;31.4;26;0;28;0
portugos;20/07/2023;31;25.3;0;29;0
portugos;21/07/2023;26.8;20.2;0;30;0
portugos;22/07/2023;26.5;21.6;0;31;0
portugos;23/07/2023;27.1;19.9;0;32;0
portugos;24/07/2023;28.1;24.1;0;33;0
portugos;25/07/2023;26;28.6;0;34;0
portugos;26/07/2023;25.5;25.4;0;35;0
portugos;27/07/2023;24.2;26.3;0;36;0
portugos;28/07/2023;25.4;27.5;0;37;0
portugos;29/07/2023;27.2;27.1;0;38;0
portugos;30/07/2023;29.3;27.3;0;39;0
portugos;31/07/2023;28.3;28;0;40;0
portugos;01/08/2023;28.2;27.8;0;41;0
portugos;02/08/2023;28.9;28.2;0;42;0
portugos;03/08/2023;27.7;27.9;0;43;0
portugos;04/08/2023;23.1;14.5;0;44;0
portugos;05/08/2023;22.9;26.9;0;45;0
portugos;06/08/2023;26.7;27.3;0;46;0
portugos;07/08/2023;26.7;25.9;0;47;0
portugos;08/08/2023;26.3;22.6;0;48;0
portugos;09/08/2023;28.8;24.6;0;49;0
portugos;10/08/2023;32.1;24.1;0;50;0
portugos;11/08/2023;29.5;26.1;0;51;0
portugos;12/08/2023;25.8;26.1;0;52;0
portugos;13/08/2023;24.7;26.1;0;53;0
portugos;14/08/2023;26.5;26.1;0;54;0
portugos;15/08/2023;27.4;24.1;0;55;0
portugos;16/08/2023;26.9;23.4;0;56;0
portugos;17/08/2023;27;26.7;0;57;0
portugos;18/08/2023;27.9;25.6;0;58;0
portugos;19/08/2023;28.2;26;0;59;0
portugos;20/08/2023;28.6;24.9;0;60;0
portugos;21/08/2023;26.9;24.4;0;61;0
portugos;22/08/2023;27.9;25.4;0;62;0
portugos;23/08/2023;27.3;25.8;0;63;0
portugos;24/08/2023;27.6;25.2;0;64;0
portugos;25/08/2023;29.3;23.4;0;65;0
portugos;26/08/2023;30.4;21.2;0;66;0
portugos;27/08/2023;23.6;25.8;0;67;0
portugos;28/08/2023;20.9;25.5;0;68;0
portugos;29/08/2023;23.2;25.4;0;69;0
portugos;30/08/2023;21.3;17.1;1.2;0;0
portugos;31/08/2023;21.1;17.4;0;1;1.2
portugos;01/09/2023;22.4;22;0;2;1.2
portugos;02/09/2023;18.3;14.4;4.4;0;1.2
portugos;03/09/2023;16;4.5;58.2;0;5.6
portugos;04/09/2023;20;16.4;0;1;63.8
portugos;05/09/2023;21.1;20;0;2;63.8
portugos;06/09/2023;21.3;15.7;0;3;63.8
portugos;07/09/2023;20.9;19.8;0;4;62.6
portugos;08/09/2023;21.3;21.9;0;5;62.6
portugos;09/09/2023;21.1;22.3;0.2;0;62.6
portugos;10/09/2023;21.1;22.2;0;1;58.4
portugos;11/09/2023;21.3;20.5;0;2;0.2
portugos;12/09/2023;20.9;21.8;0;3;0.2
portugos;13/09/2023;20.7;14.7;0;4;0.2
portugos;14/09/2023;21.2;17.9;5.2;0;0.2
portugos;15/09/2023;20.7;17.6;0;1;5.4
portugos;16/09/2023;20.7;18.2;0.2;0;5.4
portugos;17/09/2023;19.9;13.8;2.4;0;5.4
portugos;18/09/2023;19.2;19;0;1;7.8
portugos;19/09/2023;18.5;15.2;0;2;7.8
portugos;20/09/2023;18.3;21.6;0;3;7.8
portugos;21/09/2023;18.8;21.9;0;4;7.8
portugos;22/09/2023;18.4;18.5;0;5;2.6
portugos;23/09/2023;17.9;21.4;0;6;2.6
portugos;24/09/2023;19.3;21.8;0;7;2.4
portugos;25/09/2023;19.9;21.6;0;8;0
portugos;26/09/2023;19;21.2;0;9;0
portugos;27/09/2023;19.2;21;0;10;0
portugos;28/09/2023;21.1;20.8;0;11;0
portugos;29/09/2023;22.6;20.6;0;12;0
portugos;30/09/2023;21.9;20.6;0;13;0
portugos;01/10/2023;23;20.9;0;14;0
portugos;02/10/2023;22.2;20.3;0;15;0
portugos;03/10/2023;21.1;19.9;0;16;0
portugos;04/10/2023;19.2;19;0;17;0
portugos;05/10/2023;21.4;20.1;0;18;0
portugos;06/10/2023;23.3;18.7;0;19;0
portugos;07/10/2023;22.2;19.8;0;20;0
portugos;08/10/2023;19.5;18.9;0;21;0
portugos;09/10/2023;17.2;16.2;0;22;0
portugos;10/10/2023;16.7;15;0;23;0
portugos;11/10/2023;17;18.5;0;24;0
portugos;12/10/2023;18.6;18.2;0;25;0
portugos;13/10/2023;20.5;16.9;0;26;0
portugos;14/10/2023;17.1;8.3;1.6;0;0
portugos;15/10/2023;17.6;16.8;0;1;1.6
portugos;16/10/2023;18.2;14.4;0;2;1.6
portugos;17/10/2023;20.6;14;0;3;1.6
portugos;18/10/2023;17.8;15;0;4;1.6
portugos;19/10/2023;14.7;5.5;29.8;0;1.6
portugos;20/10/2023;12.3;19.1;0;1;31.4
portugos;21/10/2023;12;17.7;0;2;31.4
portugos;22/10/2023;13.7;11.5;8.6;0;29.8
portugos;23/10/2023;13.2;4.7;3.6;0;38.4
portugos;24/10/2023;12.3;17.3;0;1;42
portugos;25/10/2023;15.2;13.8;0;2;42
portugos;26/10/2023;15.4;13.3;0.2;0;42
portugos;27/10/2023;14.1;11.6;0;1;12.4
portugos;28/10/2023;12.4;16.5;0;2;12.4
portugos;29/10/2023;12.8;14.3;0;3;12.4
portugos;30/10/2023;13.1;12.7;2.6;0;3.8
portugos;31/10/2023;11.8;6.3;5;0;2.8
portugos;01/11/2023;13.3;12.7;0.6;0;7.8
portugos;02/11/2023;15.1;12.8;0.2;0;8.4
portugos;03/11/2023;11.3;14;0;1;8.4
portugos;04/11/2023;13;15.3;0;2;8.4
portugos;05/11/2023;11.7;15.3;0;3;8.4
portugos;06/11/2023;9.4;13.4;0;4;8.4
portugos;07/11/2023;8.3;14.6;0;5;5.8
portugos;08/11/2023;9.3;12.5;0;6;0.8
portugos;09/11/2023;11.8;13.3;0;7;0.2
portugos;10/11/2023;12.8;14.4;0;8;0
portugos;11/11/2023;13.5;14.2;0;9;0
portugos;12/11/2023;14.2;12.9;0;10;0
portugos;13/11/2023;16;13.8;0;11;0
portugos;14/11/2023;17.6;13.5;0;12;0
portugos;15/11/2023;18.4;13.6;0;13;0
portugos;16/11/2023;16.8;10.7;0;14;0
portugos;17/11/2023;17.2;13.4;0;15;0
portugos;18/11/2023;15.5;12.9;0;16;0
portugos;19/11/2023;15.3;13.2;0;17;0
portugos;20/11/2023;15.2;12.1;0;18;0
portugos;21/11/2023;11.7;12.8;0;19;0
portugos;22/11/2023;8.4;13.1;0;20;0
portugos;23/11/2023;8.2;12.9;0;21;0
portugos;24/11/2023;9.1;13;0;22;0
portugos;25/11/2023;13.1;13;0;23;0
portugos;26/11/2023;11.1;12.4;0;24;0
portugos;27/11/2023;10;12.3;0;25;0
portugos;28/11/2023;11.5;11.1;0;26;0
portugos;29/11/2023;12;11.6;0;27;0
portugos;30/11/2023;14.1;10.3;0.2;0;0
portugos;01/12/2023;9.8;3.6;3.8;0;0.2
portugos;02/12/2023;5.7;11.8;0;1;4
portugos;03/12/2023;6.1;11.9;0;2;4
portugos;04/12/2023;7.9;3.9;1;0;4
portugos;05/12/2023;7.6;4.4;3;0;5
portugos;06/12/2023;8.4;1.7;8.2;0;8
portugos;07/12/2023;10.2;8.3;0;1;16.2
portugos;08/12/2023;11.1;9.1;1.2;0;16
portugos;09/12/2023;9.8;10.8;0;1;13.4
portugos;10/12/2023;14;11.5;0;2;13.4
portugos;11/12/2023;18;11;0;3;13.4
portugos;12/12/2023;18.1;11.1;0;4;12.4
portugos;13/12/2023;10.9;5.9;0;5;9.4
portugos;14/12/2023;6.4;11.5;0;6;1.2
portugos;15/12/2023;7.1;11.5;0;7;1.2
portugos;16/12/2023;7.3;11.6;0;8;0
portugos;17/12/2023;6.3;11.3;0;9;0
portugos;18/12/2023;5.8;11.2;0;10;0
portugos;19/12/2023;6.3;11.4;0.2;0;0
portugos;20/12/2023;7.3;10.3;0;1;0.2
portugos;21/12/2023;6.7;11.3;0;2;0.2
portugos;22/12/2023;10.1;11.5;0;3;0.2
portugos;23/12/2023;10.4;11.5;0;4;0.2
portugos;24/12/2023;9.2;11.6;0;5;0.2
portugos;25/12/2023;9.1;11.8;0;6;0.2
portugos;26/12/2023;9.9;11.4;0;7;0.2
portugos;27/12/2023;8.3;11.5;0;8;0
portugos;28/12/2023;11.1;8;0;9;0
portugos;29/12/2023;11;4.8;0;10;0
portugos;30/12/2023;10.7;11.1;0;11;0
portugos;31/12/2023;8.6;9.3;0;12;0
portugos;01/01/2024;8.5;10.1;0;13;0
portugos;02/01/2024;10.4;11.6;0;14;0
portugos;03/01/2024;11.8;11.5;0;15;0
portugos;04/01/2024;10.2;3.7;7;0;0
portugos;05/01/2024;6.3;9.7;0.2;0;7
portugos;06/01/2024;4.9;12;0;1;7.2
portugos;07/01/2024;5;12.3;0;2;7.2
portugos;08/01/2024;6.3;11.3;0;3;7.2
portugos;09/01/2024;6.4;4.6;9.2;0;7.2
portugos;10/01/2024;7.3;9.3;0.2;0;16.4
portugos;11/01/2024;6.2;8.7;0.2;0;16.6
portugos;12/01/2024;6.2;9.6;0;1;9.8
portugos;13/01/2024;8.8;9.3;0.2;0;9.6
portugos;14/01/2024;15.2;11.9;0;1;9.8
portugos;15/01/2024;15;10;0;2;9.8
portugos;16/01/2024;13.2;8;1;0;9.8
portugos;17/01/2024;11.1;5.2;9.4;0;1.6
portugos;18/01/2024;11.7;10.9;0;1;10.8
portugos;19/01/2024;10.1;1.9;18.8;0;10.6
portugos;20/01/2024;6.9;6.6;0;1;29.4
portugos;21/01/2024;7.1;6;0;2;29.2
portugos;22/01/2024;7.8;13.1;0;3;29.2
portugos;23/01/2024;13.4;12.9;0;4;29.2
portugos;24/01/2024;14.3;13.3;0;5;28.2
portugos;25/01/2024;17;13.3;0;6;18.8
portugos;26/01/2024;17.4;13.8;0;7;18.8
portugos;27/01/2024;15.5;14;0;8;0
portugos;28/01/2024;14.1;13.3;0;9;0
portugos;29/01/2024;9.8;11;0;10;0
portugos;30/01/2024;9;12.3;0;11;0
portugos;31/01/2024;7.8;13.4;0;12;0
portugos;01/02/2024;7.7;11.2;0;13;0
portugos;02/02/2024;10.9;14.2;0;14;0
portugos;03/02/2024;8.7;14.3;0;15;0
portugos;04/02/2024;10.1;15.1;0;16;0
portugos;05/02/2024;12.5;13.6;0;17;0
portugos;06/02/2024;11.5;13.6;0;18;0
portugos;07/02/2024;10.1;12.8;0;19;0
portugos;08/02/2024;10.9;10.5;0.6;0;0
portugos;09/02/2024;7.8;2;28.2;0;0.6
portugos;10/02/2024;8.6;15.2;0.4;0;28.8
portugos;11/02/2024;8.2;14;2.2;0;29.2
portugos;12/02/2024;13.6;15.5;2;0;31.4
portugos;13/02/2024;13.8;16.1;0;1;33.4
portugos;14/02/2024;15.8;12.6;0;2;33.4
portugos;15/02/2024;13.1;7.1;2;0;33.4
portugos;16/02/2024;9.3;10.8;0;1;34.8
portugos;17/02/2024;9.1;15.7;0.2;0;6.6
portugos;18/02/2024;9.6;16.6;0;1;6.4
portugos;19/02/2024;12.1;17.7;0;2;4.2
portugos;20/02/2024;12.7;18.1;0;3;2.2
portugos;21/02/2024;13.9;18.2;0;4;2.2
portugos;22/02/2024;13.2;12.2;0;5;2.2
portugos;23/02/2024;8.8;17.4;0;6;0.2
portugos;24/02/2024;7.5;19.5;0;7;0.2
portugos;25/02/2024;9.2;17.8;0;8;0
portugos;26/02/2024;7.9;13.4;3.4;0;0
portugos;27/02/2024;6.2;15.7;0;1;3.4
portugos;28/02/2024;7.3;19.6;0;2;3.4
portugos;29/02/2024;9;19.9;0;3;3.4
portugos;01/03/2024;8.2;19.7;0;4;3.4
